State/UT,District,Gender,Age_Group,Missing_Count
Meghalaya,Garo Hills South West,Female,Above 18,0
Meghalaya,Garo Hills South West,Transgender,Below 12,0
Meghalaya,Garo Hills South West,Transgender,12 to 16,0
Meghalaya,Garo Hills South West,Transgender,16 to 18,0
Meghalaya,Garo Hills South West,Transgender,Above 18,0
Meghalaya,Garo Hills West,Male,Below 12,0
Meghalaya,Garo Hills West,Male,12 to 16,0
Meghalaya,Garo Hills West,Male,16 to 18,0
Meghalaya,Garo Hills West,Male,Above 18,0
Meghalaya,Garo Hills West,Female,Below 12,0
Meghalaya,Garo Hills West,Female,12 to 16,0
Meghalaya,Garo Hills West,Female,16 to 18,0
Meghalaya,Garo Hills West,Female,Above 18,0
Meghalaya,Garo Hills West,Transgender,Below 12,0
Meghalaya,Garo Hills West,Transgender,12 to 16,0
Meghalaya,Garo Hills West,Transgender,16 to 18,0
Meghalaya,Garo Hills West,Transgender,Above 18,0
Meghalaya,Jaintia Hills West,Male,Below 12,1
Meghalaya,Jaintia Hills West,Male,12 to 16,0
Meghalaya,Jaintia Hills West,Male,16 to 18,2
Meghalaya,Jaintia Hills West,Male,Above 18,1
Meghalaya,Jaintia Hills West,Female,Below 12,0
Meghalaya,Jaintia Hills West,Female,12 to 16,1
Meghalaya,Jaintia Hills West,Female,16 to 18,0
Meghalaya,Jaintia Hills West,Female,Above 18,0
Meghalaya,Jaintia Hills West,Transgender,Below 12,0
Meghalaya,Jaintia Hills West,Transgender,12 to 16,0
Meghalaya,Jaintia Hills West,Transgender,16 to 18,0
Meghalaya,Jaintia Hills West,Transgender,Above 18,0
Meghalaya,Jaintia Hills East,Male,Below 12,1
Meghalaya,Jaintia Hills East,Male,12 to 16,0
Meghalaya,Jaintia Hills East,Male,16 to 18,5
Meghalaya,Jaintia Hills East,Male,Above 18,1
Meghalaya,Jaintia Hills East,Female,Below 12,0
Meghalaya,Jaintia Hills East,Female,12 to 16,0
Meghalaya,Jaintia Hills East,Female,16 to 18,0
Meghalaya,Jaintia Hills East,Female,Above 18,0
Meghalaya,Jaintia Hills East,Transgender,Below 12,0
Meghalaya,Jaintia Hills East,Transgender,12 to 16,0
Meghalaya,Jaintia Hills East,Transgender,16 to 18,0
Meghalaya,Jaintia Hills East,Transgender,Above 18,0
Meghalaya,Khasi Hills East,Male,Below 12,0
Meghalaya,Khasi Hills East,Male,12 to 16,0
Meghalaya,Khasi Hills East,Male,16 to 18,0
Meghalaya,Khasi Hills East,Male,Above 18,0
Meghalaya,Khasi Hills East,Female,Below 12,0
Meghalaya,Khasi Hills East,Female,12 to 16,0
Meghalaya,Khasi Hills East,Female,16 to 18,0
Meghalaya,Khasi Hills East,Female,Above 18,0
Meghalaya,Khasi Hills East,Transgender,Below 12,0
Meghalaya,Khasi Hills East,Transgender,12 to 16,0
Meghalaya,Khasi Hills East,Transgender,16 to 18,0
Meghalaya,Khasi Hills East,Transgender,Above 18,0
Meghalaya,Khasi Hills South West,Male,Below 12,1
Meghalaya,Khasi Hills South West,Male,12 to 16,0
Meghalaya,Khasi Hills South West,Male,16 to 18,0
Meghalaya,Khasi Hills South West,Male,Above 18,0
Meghalaya,Khasi Hills South West,Female,Below 12,0
Meghalaya,Khasi Hills South West,Female,12 to 16,0
Meghalaya,Khasi Hills South West,Female,16 to 18,0
Meghalaya,Khasi Hills South West,Female,Above 18,0
Meghalaya,Khasi Hills South West,Transgender,Below 12,0
Meghalaya,Khasi Hills South West,Transgender,12 to 16,0
Meghalaya,Khasi Hills South West,Transgender,16 to 18,0
Meghalaya,Khasi Hills South West,Transgender,Above 18,0
Meghalaya,Khasi Hills West,Male,Below 12,0
Meghalaya,Khasi Hills West,Male,12 to 16,0
Meghalaya,Khasi Hills West,Male,16 to 18,0
Meghalaya,Khasi Hills West,Male,Above 18,0
Meghalaya,Khasi Hills West,Female,Below 12,0
Meghalaya,Khasi Hills West,Female,12 to 16,0
Meghalaya,Khasi Hills West,Female,16 to 18,0
Meghalaya,Khasi Hills West,Female,Above 18,0
Meghalaya,Khasi Hills West,Transgender,Below 12,0
Meghalaya,Khasi Hills West,Transgender,12 to 16,0
Meghalaya,Khasi Hills West,Transgender,16 to 18,0
Meghalaya,Khasi Hills West,Transgender,Above 18,0
Meghalaya,Ri-Bhoi,Male,Below 12,0
Meghalaya,Ri-Bhoi,Male,12 to 16,3
Meghalaya,Ri-Bhoi,Male,16 to 18,8
Meghalaya,Ri-Bhoi,Male,Above 18,0
Meghalaya,Ri-Bhoi,Female,Below 12,0
Meghalaya,Ri-Bhoi,Female,12 to 16,0
Meghalaya,Ri-Bhoi,Female,16 to 18,0
Meghalaya,Ri-Bhoi,Female,Above 18,0
Meghalaya,Ri-Bhoi,Transgender,Below 12,0
Meghalaya,Ri-Bhoi,Transgender,12 to 16,0
Meghalaya,Ri-Bhoi,Transgender,16 to 18,0
Meghalaya,Ri-Bhoi,Transgender,Above 18,0
Meghalaya,Cyber Cell,Male,Below 12,0
Meghalaya,Cyber Cell,Male,12 to 16,0
Meghalaya,Cyber Cell,Male,16 to 18,0
Meghalaya,Cyber Cell,Male,Above 18,0
Meghalaya,Cyber Cell,Female,Below 12,0
Meghalaya,Cyber Cell,Female,12 to 16,0
Meghalaya,Cyber Cell,Female,16 to 18,0
Meghalaya,Cyber Cell,Female,Above 18,0
Meghalaya,Cyber Cell,Transgender,Below 12,0
Meghalaya,Cyber Cell,Transgender,12 to 16,0
Meghalaya,Cyber Cell,Transgender,16 to 18,0
Meghalaya,Cyber Cell,Transgender,Above 18,0
Meghalaya,Khasi Hills Eastern West,Male,Below 12,0
Meghalaya,Khasi Hills Eastern West,Male,12 to 16,0
Meghalaya,Khasi Hills Eastern West,Male,16 to 18,0
Meghalaya,Khasi Hills Eastern West,Male,Above 18,0
Meghalaya,Khasi Hills Eastern West,Female,Below 12,0
Meghalaya,Khasi Hills Eastern West,Female,12 to 16,0
Meghalaya,Khasi Hills Eastern West,Female,16 to 18,0
Meghalaya,Khasi Hills Eastern West,Female,Above 18,0
Meghalaya,Khasi Hills Eastern West,Transgender,Below 12,0
Meghalaya,Khasi Hills Eastern West,Transgender,12 to 16,0
Meghalaya,Khasi Hills Eastern West,Transgender,16 to 18,0
Meghalaya,Khasi Hills Eastern West,Transgender,Above 18,0
Mizoram,Aizawl,Male,Below 12,0
Mizoram,Aizawl,Male,12 to 16,0
Mizoram,Aizawl,Male,16 to 18,0
Mizoram,Aizawl,Male,Above 18,0
Mizoram,Aizawl,Female,Below 12,0
Mizoram,Aizawl,Female,12 to 16,0
Mizoram,Aizawl,Female,16 to 18,0
Mizoram,Aizawl,Female,Above 18,0
Mizoram,Aizawl,Transgender,Below 12,0
Mizoram,Aizawl,Transgender,12 to 16,0
Mizoram,Aizawl,Transgender,16 to 18,0
Mizoram,Aizawl,Transgender,Above 18,0
Mizoram,Champhai,Male,Below 12,0
Mizoram,Champhai,Male,12 to 16,0
Mizoram,Champhai,Male,16 to 18,0
Mizoram,Champhai,Male,Above 18,0
Mizoram,Champhai,Female,Below 12,0
Mizoram,Champhai,Female,12 to 16,0
Mizoram,Champhai,Female,16 to 18,0
Mizoram,Champhai,Female,Above 18,0
Mizoram,Champhai,Transgender,Below 12,0
Mizoram,Champhai,Transgender,12 to 16,0
Mizoram,Champhai,Transgender,16 to 18,0
Mizoram,Champhai,Transgender,Above 18,0
Mizoram,Kolasib,Male,Below 12,0
Mizoram,Kolasib,Male,12 to 16,0
Mizoram,Kolasib,Male,16 to 18,0
Mizoram,Kolasib,Male,Above 18,0
Mizoram,Kolasib,Female,Below 12,0
Mizoram,Kolasib,Female,12 to 16,1
Mizoram,Kolasib,Female,16 to 18,0
Mizoram,Kolasib,Female,Above 18,0
Mizoram,Kolasib,Transgender,Below 12,0
Mizoram,Kolasib,Transgender,12 to 16,0
Mizoram,Kolasib,Transgender,16 to 18,0
Mizoram,Kolasib,Transgender,Above 18,0
Mizoram,Lawngtlai,Male,Below 12,0
Mizoram,Lawngtlai,Male,12 to 16,0
Mizoram,Lawngtlai,Male,16 to 18,0
Mizoram,Lawngtlai,Male,Above 18,0
Mizoram,Lawngtlai,Female,Below 12,0
Mizoram,Lawngtlai,Female,12 to 16,0
Mizoram,Lawngtlai,Female,16 to 18,0
Mizoram,Lawngtlai,Female,Above 18,0
Mizoram,Lawngtlai,Transgender,Below 12,0
Mizoram,Lawngtlai,Transgender,12 to 16,0
Mizoram,Lawngtlai,Transgender,16 to 18,0
Mizoram,Lawngtlai,Transgender,Above 18,0
Mizoram,Lunglei,Male,Below 12,0
Mizoram,Lunglei,Male,12 to 16,0
Mizoram,Lunglei,Male,16 to 18,0
Mizoram,Lunglei,Male,Above 18,0
Mizoram,Lunglei,Female,Below 12,0
Mizoram,Lunglei,Female,12 to 16,0
Mizoram,Lunglei,Female,16 to 18,0
Mizoram,Lunglei,Female,Above 18,0
Mizoram,Lunglei,Transgender,Below 12,0
Mizoram,Lunglei,Transgender,12 to 16,0
Mizoram,Lunglei,Transgender,16 to 18,0
Mizoram,Lunglei,Transgender,Above 18,0
Mizoram,Mamit,Male,Below 12,0
Mizoram,Mamit,Male,12 to 16,0
Mizoram,Mamit,Male,16 to 18,0
Mizoram,Mamit,Male,Above 18,0
Mizoram,Mamit,Female,Below 12,0
Mizoram,Mamit,Female,12 to 16,0
Mizoram,Mamit,Female,16 to 18,0
Mizoram,Mamit,Female,Above 18,0
Mizoram,Mamit,Transgender,Below 12,0
Mizoram,Mamit,Transgender,12 to 16,0
Mizoram,Mamit,Transgender,16 to 18,0
Mizoram,Mamit,Transgender,Above 18,0
Mizoram,Saiha,Male,Below 12,0
Mizoram,Saiha,Male,12 to 16,0
Mizoram,Saiha,Male,16 to 18,0
Mizoram,Saiha,Male,Above 18,0
Mizoram,Saiha,Female,Below 12,0
Mizoram,Saiha,Female,12 to 16,0
Mizoram,Saiha,Female,16 to 18,0
Mizoram,Saiha,Female,Above 18,0
Mizoram,Saiha,Transgender,Below 12,0
Mizoram,Saiha,Transgender,12 to 16,0
Mizoram,Saiha,Transgender,16 to 18,0
Mizoram,Saiha,Transgender,Above 18,0
Mizoram,Serchhip,Male,Below 12,0
Mizoram,Serchhip,Male,12 to 16,0
Mizoram,Serchhip,Male,16 to 18,0
Mizoram,Serchhip,Male,Above 18,0
Mizoram,Serchhip,Female,Below 12,0
Mizoram,Serchhip,Female,12 to 16,0
Mizoram,Serchhip,Female,16 to 18,0
Mizoram,Serchhip,Female,Above 18,0
Mizoram,Serchhip,Transgender,Below 12,0
Mizoram,Serchhip,Transgender,12 to 16,0
Mizoram,Serchhip,Transgender,16 to 18,0
Mizoram,Serchhip,Transgender,Above 18,0
Mizoram,Spl Narcotic,Male,Below 12,0
Mizoram,Spl Narcotic,Male,12 to 16,0
Mizoram,Spl Narcotic,Male,16 to 18,0
Mizoram,Spl Narcotic,Male,Above 18,0
Mizoram,Spl Narcotic,Female,Below 12,0
Mizoram,Spl Narcotic,Female,12 to 16,0
Mizoram,Spl Narcotic,Female,16 to 18,0
Mizoram,Spl Narcotic,Female,Above 18,0
Mizoram,Spl Narcotic,Transgender,Below 12,0
Mizoram,Spl Narcotic,Transgender,12 to 16,0
Mizoram,Spl Narcotic,Transgender,16 to 18,0
Mizoram,Spl Narcotic,Transgender,Above 18,0
Mizoram,Saitual,Male,Below 12,0
Mizoram,Saitual,Male,12 to 16,0
Mizoram,Saitual,Male,16 to 18,0
Mizoram,Saitual,Male,Above 18,0
Mizoram,Saitual,Female,Below 12,0
Mizoram,Saitual,Female,12 to 16,0
Mizoram,Saitual,Female,16 to 18,0
Mizoram,Saitual,Female,Above 18,0
Mizoram,Saitual,Transgender,Below 12,0
Mizoram,Saitual,Transgender,12 to 16,0
Mizoram,Saitual,Transgender,16 to 18,0
Mizoram,Saitual,Transgender,Above 18,0
Mizoram,Khawzawl,Male,Below 12,0
Mizoram,Khawzawl,Male,12 to 16,0
Mizoram,Khawzawl,Male,16 to 18,0
Mizoram,Khawzawl,Male,Above 18,0
Mizoram,Khawzawl,Female,Below 12,0
Mizoram,Khawzawl,Female,12 to 16,0
Mizoram,Khawzawl,Female,16 to 18,0
Mizoram,Khawzawl,Female,Above 18,0
Mizoram,Khawzawl,Transgender,Below 12,0
Mizoram,Khawzawl,Transgender,12 to 16,0
Mizoram,Khawzawl,Transgender,16 to 18,0
Mizoram,Khawzawl,Transgender,Above 18,0
Mizoram,Hnahthial,Male,Below 12,0
Mizoram,Hnahthial,Male,12 to 16,0
Mizoram,Hnahthial,Male,16 to 18,0
Mizoram,Hnahthial,Male,Above 18,0
Mizoram,Hnahthial,Female,Below 12,0
Mizoram,Hnahthial,Female,12 to 16,0
Mizoram,Hnahthial,Female,16 to 18,0
Mizoram,Hnahthial,Female,Above 18,0
Mizoram,Hnahthial,Transgender,Below 12,0
Mizoram,Hnahthial,Transgender,12 to 16,0
Mizoram,Hnahthial,Transgender,16 to 18,0
Mizoram,Hnahthial,Transgender,Above 18,0
Mizoram,Cyber,Male,Below 12,0
Mizoram,Cyber,Male,12 to 16,0
Mizoram,Cyber,Male,16 to 18,0
Mizoram,Cyber,Male,Above 18,0
Mizoram,Cyber,Female,Below 12,0
Mizoram,Cyber,Female,12 to 16,0
Mizoram,Cyber,Female,16 to 18,0
Mizoram,Cyber,Female,Above 18,0
Mizoram,Cyber,Transgender,Below 12,0
Mizoram,Cyber,Transgender,12 to 16,0
Mizoram,Cyber,Transgender,16 to 18,0
Mizoram,Cyber,Transgender,Above 18,0
Nagaland,Dimapur,Male,Below 12,1
Nagaland,Dimapur,Male,12 to 16,0
Nagaland,Dimapur,Male,16 to 18,0
Nagaland,Dimapur,Male,Above 18,0
Nagaland,Dimapur,Female,Below 12,0
Nagaland,Dimapur,Female,12 to 16,1
Nagaland,Dimapur,Female,16 to 18,1
Nagaland,Dimapur,Female,Above 18,0
Nagaland,Dimapur,Transgender,Below 12,0
Nagaland,Dimapur,Transgender,12 to 16,0
Nagaland,Dimapur,Transgender,16 to 18,0
Nagaland,Dimapur,Transgender,Above 18,0
Nagaland,Kiphire,Male,Below 12,0
Nagaland,Kiphire,Male,12 to 16,0
Nagaland,Kiphire,Male,16 to 18,0
Nagaland,Kiphire,Male,Above 18,0
Nagaland,Kiphire,Female,Below 12,0
Nagaland,Kiphire,Female,12 to 16,0
Nagaland,Kiphire,Female,16 to 18,0
Nagaland,Kiphire,Female,Above 18,0
Nagaland,Kiphire,Transgender,Below 12,0
Nagaland,Kiphire,Transgender,12 to 16,0
Nagaland,Kiphire,Transgender,16 to 18,0
Nagaland,Kiphire,Transgender,Above 18,0
Nagaland,Kohima,Male,Below 12,2
Nagaland,Kohima,Male,12 to 16,0
Nagaland,Kohima,Male,16 to 18,0
Nagaland,Kohima,Male,Above 18,0
Nagaland,Kohima,Female,Below 12,1
Nagaland,Kohima,Female,12 to 16,18
Nagaland,Kohima,Female,16 to 18,16
Nagaland,Kohima,Female,Above 18,5
Nagaland,Kohima,Transgender,Below 12,0
Nagaland,Kohima,Transgender,12 to 16,0
Nagaland,Kohima,Transgender,16 to 18,0
Nagaland,Kohima,Transgender,Above 18,0
Nagaland,Longleng,Male,Below 12,0
Nagaland,Longleng,Male,12 to 16,0
Nagaland,Longleng,Male,16 to 18,0
Nagaland,Longleng,Male,Above 18,0
Nagaland,Longleng,Female,Below 12,0
Nagaland,Longleng,Female,12 to 16,0
Nagaland,Longleng,Female,16 to 18,0
Nagaland,Longleng,Female,Above 18,0
Nagaland,Longleng,Transgender,Below 12,0
Nagaland,Longleng,Transgender,12 to 16,0
Nagaland,Longleng,Transgender,16 to 18,0
Nagaland,Longleng,Transgender,Above 18,0
Nagaland,Mokokchung,Male,Below 12,0
Nagaland,Mokokchung,Male,12 to 16,0
Nagaland,Mokokchung,Male,16 to 18,0
Nagaland,Mokokchung,Male,Above 18,0
Nagaland,Mokokchung,Female,Below 12,0
Nagaland,Mokokchung,Female,12 to 16,0
Nagaland,Mokokchung,Female,16 to 18,0
Nagaland,Mokokchung,Female,Above 18,0
Nagaland,Mokokchung,Transgender,Below 12,0
Nagaland,Mokokchung,Transgender,12 to 16,0
Nagaland,Mokokchung,Transgender,16 to 18,0
Nagaland,Mokokchung,Transgender,Above 18,0
Nagaland,Mon,Male,Below 12,0
Nagaland,Mon,Male,12 to 16,0
Nagaland,Mon,Male,16 to 18,0
Nagaland,Mon,Male,Above 18,0
Nagaland,Mon,Female,Below 12,0
Nagaland,Mon,Female,12 to 16,0
Nagaland,Mon,Female,16 to 18,0
Nagaland,Mon,Female,Above 18,0
Nagaland,Mon,Transgender,Below 12,0
Nagaland,Mon,Transgender,12 to 16,0
Nagaland,Mon,Transgender,16 to 18,0
Nagaland,Mon,Transgender,Above 18,0
Nagaland,Peren,Male,Below 12,0
Nagaland,Peren,Male,12 to 16,0
Nagaland,Peren,Male,16 to 18,0
Nagaland,Peren,Male,Above 18,0
Nagaland,Peren,Female,Below 12,0
Nagaland,Peren,Female,12 to 16,0
Nagaland,Peren,Female,16 to 18,0
Nagaland,Peren,Female,Above 18,0
Nagaland,Peren,Transgender,Below 12,0
Nagaland,Peren,Transgender,12 to 16,0
Nagaland,Peren,Transgender,16 to 18,0
Nagaland,Peren,Transgender,Above 18,0
Nagaland,Phek,Male,Below 12,0
Nagaland,Phek,Male,12 to 16,0
Nagaland,Phek,Male,16 to 18,0
Nagaland,Phek,Male,Above 18,0
Nagaland,Phek,Female,Below 12,0
Nagaland,Phek,Female,12 to 16,0
Nagaland,Phek,Female,16 to 18,0
Nagaland,Phek,Female,Above 18,0
Nagaland,Phek,Transgender,Below 12,0
Nagaland,Phek,Transgender,12 to 16,0
Nagaland,Phek,Transgender,16 to 18,0
Nagaland,Phek,Transgender,Above 18,0
Nagaland,Tuensang,Male,Below 12,0
Nagaland,Tuensang,Male,12 to 16,0
Nagaland,Tuensang,Male,16 to 18,0
Nagaland,Tuensang,Male,Above 18,0
Nagaland,Tuensang,Female,Below 12,0
Nagaland,Tuensang,Female,12 to 16,0
Nagaland,Tuensang,Female,16 to 18,0
Nagaland,Tuensang,Female,Above 18,0
Nagaland,Tuensang,Transgender,Below 12,0
Nagaland,Tuensang,Transgender,12 to 16,0
Nagaland,Tuensang,Transgender,16 to 18,0
Nagaland,Tuensang,Transgender,Above 18,0
Nagaland,Wokha,Male,Below 12,0
Nagaland,Wokha,Male,12 to 16,0
Nagaland,Wokha,Male,16 to 18,0
Nagaland,Wokha,Male,Above 18,0
Nagaland,Wokha,Female,Below 12,0
Nagaland,Wokha,Female,12 to 16,0
Nagaland,Wokha,Female,16 to 18,0
Nagaland,Wokha,Female,Above 18,0
Nagaland,Wokha,Transgender,Below 12,0
Nagaland,Wokha,Transgender,12 to 16,0
Nagaland,Wokha,Transgender,16 to 18,0
Nagaland,Wokha,Transgender,Above 18,0
Nagaland,Zunheboto,Male,Below 12,0
Nagaland,Zunheboto,Male,12 to 16,0
Nagaland,Zunheboto,Male,16 to 18,1
Nagaland,Zunheboto,Male,Above 18,0
Nagaland,Zunheboto,Female,Below 12,0
Nagaland,Zunheboto,Female,12 to 16,0
Nagaland,Zunheboto,Female,16 to 18,0
Nagaland,Zunheboto,Female,Above 18,0
Nagaland,Zunheboto,Transgender,Below 12,0
Nagaland,Zunheboto,Transgender,12 to 16,0
Nagaland,Zunheboto,Transgender,16 to 18,0
Nagaland,Zunheboto,Transgender,Above 18,0
Odisha,Angul,Male,Below 12,0
Odisha,Angul,Male,12 to 16,0
Odisha,Angul,Male,16 to 18,0
Odisha,Angul,Male,Above 18,0
Odisha,Angul,Female,Below 12,0
Odisha,Angul,Female,12 to 16,0
Odisha,Angul,Female,16 to 18,0
Odisha,Angul,Female,Above 18,0
Odisha,Angul,Transgender,Below 12,0
Odisha,Angul,Transgender,12 to 16,0
Odisha,Angul,Transgender,16 to 18,0
Odisha,Angul,Transgender,Above 18,0
Odisha,Balasore,Male,Below 12,0
Odisha,Balasore,Male,12 to 16,0
Odisha,Balasore,Male,16 to 18,0
Odisha,Balasore,Male,Above 18,0
Odisha,Balasore,Female,Below 12,0
Odisha,Balasore,Female,12 to 16,0
Odisha,Balasore,Female,16 to 18,0
Odisha,Balasore,Female,Above 18,0
Odisha,Balasore,Transgender,Below 12,0
Odisha,Balasore,Transgender,12 to 16,0
Odisha,Balasore,Transgender,16 to 18,0
Odisha,Balasore,Transgender,Above 18,0
Odisha,Baragarh,Male,Below 12,0
Odisha,Baragarh,Male,12 to 16,0
Odisha,Baragarh,Male,16 to 18,0
Odisha,Baragarh,Male,Above 18,0
Odisha,Baragarh,Female,Below 12,0
Odisha,Baragarh,Female,12 to 16,0
Odisha,Baragarh,Female,16 to 18,0
Odisha,Baragarh,Female,Above 18,0
Odisha,Baragarh,Transgender,Below 12,0
Odisha,Baragarh,Transgender,12 to 16,0
Odisha,Baragarh,Transgender,16 to 18,0
Odisha,Baragarh,Transgender,Above 18,0
Odisha,Berhampur,Male,Below 12,0
Odisha,Berhampur,Male,12 to 16,0
Odisha,Berhampur,Male,16 to 18,0
Odisha,Berhampur,Male,Above 18,0
Odisha,Berhampur,Female,Below 12,0
Odisha,Berhampur,Female,12 to 16,0
Odisha,Berhampur,Female,16 to 18,0
Odisha,Berhampur,Female,Above 18,0
Odisha,Berhampur,Transgender,Below 12,0
Odisha,Berhampur,Transgender,12 to 16,0
Odisha,Berhampur,Transgender,16 to 18,0
Odisha,Berhampur,Transgender,Above 18,0
Odisha,Bhadrak,Male,Below 12,0
Odisha,Bhadrak,Male,12 to 16,0
Odisha,Bhadrak,Male,16 to 18,0
Odisha,Bhadrak,Male,Above 18,0
Odisha,Bhadrak,Female,Below 12,0
Odisha,Bhadrak,Female,12 to 16,0
Odisha,Bhadrak,Female,16 to 18,0
Odisha,Bhadrak,Female,Above 18,0
Odisha,Bhadrak,Transgender,Below 12,0
Odisha,Bhadrak,Transgender,12 to 16,0
Odisha,Bhadrak,Transgender,16 to 18,0
Odisha,Bhadrak,Transgender,Above 18,0
Odisha,Bolangir,Male,Below 12,0
Odisha,Bolangir,Male,12 to 16,0
Odisha,Bolangir,Male,16 to 18,0
Odisha,Bolangir,Male,Above 18,0
Odisha,Bolangir,Female,Below 12,0
Odisha,Bolangir,Female,12 to 16,0
Odisha,Bolangir,Female,16 to 18,0
Odisha,Bolangir,Female,Above 18,0
Odisha,Bolangir,Transgender,Below 12,0
Odisha,Bolangir,Transgender,12 to 16,0
Odisha,Bolangir,Transgender,16 to 18,0
Odisha,Bolangir,Transgender,Above 18,0
Odisha,Boudh,Male,Below 12,0
Odisha,Boudh,Male,12 to 16,0
Odisha,Boudh,Male,16 to 18,0
Odisha,Boudh,Male,Above 18,0
Odisha,Boudh,Female,Below 12,0
Odisha,Boudh,Female,12 to 16,0
Odisha,Boudh,Female,16 to 18,0
Odisha,Boudh,Female,Above 18,0
Odisha,Boudh,Transgender,Below 12,0
Odisha,Boudh,Transgender,12 to 16,0
Odisha,Boudh,Transgender,16 to 18,0
Odisha,Boudh,Transgender,Above 18,0
Odisha,Cuttack,Male,Below 12,0
Odisha,Cuttack,Male,12 to 16,0
Odisha,Cuttack,Male,16 to 18,0
Odisha,Cuttack,Male,Above 18,0
Odisha,Cuttack,Female,Below 12,0
Odisha,Cuttack,Female,12 to 16,0
Odisha,Cuttack,Female,16 to 18,0
Odisha,Cuttack,Female,Above 18,0
Odisha,Cuttack,Transgender,Below 12,0
Odisha,Cuttack,Transgender,12 to 16,0
Odisha,Cuttack,Transgender,16 to 18,0
Odisha,Cuttack,Transgender,Above 18,0
Odisha,DCP BBSR,Male,Below 12,0
Odisha,DCP BBSR,Male,12 to 16,0
Odisha,DCP BBSR,Male,16 to 18,0
Odisha,DCP BBSR,Male,Above 18,0
Odisha,DCP BBSR,Female,Below 12,0
Odisha,DCP BBSR,Female,12 to 16,0
Odisha,DCP BBSR,Female,16 to 18,0
Odisha,DCP BBSR,Female,Above 18,0
Odisha,DCP BBSR,Transgender,Below 12,0
Odisha,DCP BBSR,Transgender,12 to 16,0
Odisha,DCP BBSR,Transgender,16 to 18,0
Odisha,DCP BBSR,Transgender,Above 18,0
Odisha,DCP CTC,Male,Below 12,0
Odisha,DCP CTC,Male,12 to 16,0
Odisha,DCP CTC,Male,16 to 18,0
Odisha,DCP CTC,Male,Above 18,0
Odisha,DCP CTC,Female,Below 12,0
Odisha,DCP CTC,Female,12 to 16,0
Odisha,DCP CTC,Female,16 to 18,0
Odisha,DCP CTC,Female,Above 18,0
Odisha,DCP CTC,Transgender,Below 12,0
Odisha,DCP CTC,Transgender,12 to 16,0
Odisha,DCP CTC,Transgender,16 to 18,0
Odisha,DCP CTC,Transgender,Above 18,0
Odisha,Deogarh,Male,Below 12,0
Odisha,Deogarh,Male,12 to 16,0
Odisha,Deogarh,Male,16 to 18,0
Odisha,Deogarh,Male,Above 18,0
Odisha,Deogarh,Female,Below 12,0
Odisha,Deogarh,Female,12 to 16,0
Odisha,Deogarh,Female,16 to 18,0
Odisha,Deogarh,Female,Above 18,0
Odisha,Deogarh,Transgender,Below 12,0
Odisha,Deogarh,Transgender,12 to 16,0
Odisha,Deogarh,Transgender,16 to 18,0
Odisha,Deogarh,Transgender,Above 18,0
Odisha,Dhenkanal,Male,Below 12,0
Odisha,Dhenkanal,Male,12 to 16,0
Odisha,Dhenkanal,Male,16 to 18,0
Odisha,Dhenkanal,Male,Above 18,0
Odisha,Dhenkanal,Female,Below 12,0
Odisha,Dhenkanal,Female,12 to 16,0
Odisha,Dhenkanal,Female,16 to 18,0
Odisha,Dhenkanal,Female,Above 18,0
Odisha,Dhenkanal,Transgender,Below 12,0
Odisha,Dhenkanal,Transgender,12 to 16,0
Odisha,Dhenkanal,Transgender,16 to 18,0
Odisha,Dhenkanal,Transgender,Above 18,0
Odisha,Gajapati,Male,Below 12,0
Odisha,Gajapati,Male,12 to 16,0
Odisha,Gajapati,Male,16 to 18,0
Odisha,Gajapati,Male,Above 18,0
Odisha,Gajapati,Female,Below 12,0
Odisha,Gajapati,Female,12 to 16,0
Odisha,Gajapati,Female,16 to 18,0
Odisha,Gajapati,Female,Above 18,0
Odisha,Gajapati,Transgender,Below 12,0
Odisha,Gajapati,Transgender,12 to 16,0
Odisha,Gajapati,Transgender,16 to 18,0
Odisha,Gajapati,Transgender,Above 18,0
Odisha,Ganjam,Male,Below 12,0
Odisha,Ganjam,Male,12 to 16,0
Odisha,Ganjam,Male,16 to 18,0
Odisha,Ganjam,Male,Above 18,0
Odisha,Ganjam,Female,Below 12,0
Odisha,Ganjam,Female,12 to 16,0
Odisha,Ganjam,Female,16 to 18,0
Odisha,Ganjam,Female,Above 18,0
Odisha,Ganjam,Transgender,Below 12,0
Odisha,Ganjam,Transgender,12 to 16,0
Odisha,Ganjam,Transgender,16 to 18,0
Odisha,Ganjam,Transgender,Above 18,0
Odisha,Jagatsinghpur,Male,Below 12,0
Odisha,Jagatsinghpur,Male,12 to 16,0
Odisha,Jagatsinghpur,Male,16 to 18,0
Odisha,Jagatsinghpur,Male,Above 18,0
Odisha,Jagatsinghpur,Female,Below 12,0
Odisha,Jagatsinghpur,Female,12 to 16,0
Odisha,Jagatsinghpur,Female,16 to 18,0
Odisha,Jagatsinghpur,Female,Above 18,0
Odisha,Jagatsinghpur,Transgender,Below 12,0
Odisha,Jagatsinghpur,Transgender,12 to 16,0
Odisha,Jagatsinghpur,Transgender,16 to 18,0
Odisha,Jagatsinghpur,Transgender,Above 18,0
Odisha,Jajpur,Male,Below 12,0
Odisha,Jajpur,Male,12 to 16,0
Odisha,Jajpur,Male,16 to 18,0
Odisha,Jajpur,Male,Above 18,0
Odisha,Jajpur,Female,Below 12,0
Odisha,Jajpur,Female,12 to 16,0
Odisha,Jajpur,Female,16 to 18,0
